time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,version,t_read_eligible_pupils,t_read_met_expected_standard,pt_read_met_expected_standard,t_writta_eligible_pupils,t_writta_met_expected_standard,pt_writta_met_expected_standard,t_mat_eligible_pupils,t_mat_met_expected_standard,pt_mat_met_expected_standard,t_rwm_eligible_pupils,t_rwm_met_expected_standard,pt_rwm_met_expected_standard,t_gps_eligible_pupils,t_gps_met_expected_standard,pt_gps_met_expected_standard,t_scita_eligible_pupils,t_scita_met_expected_standard,pt_scita_met_expected_standard,t_read_progress_eligible_pupils,t_read_progress_score,avg_read_progress_score,avg_read_progress_score_lower_CI,avg_read_progress_score_upper_CI,t_writta_progress_eligible_pupils,t_writta_progress_score,avg_writta_progress_score,avg_writta_progress_score_lower_CI,avg_writta_progress_score_upper_CI,t_mat_progress_eligible_pupils,t_mat_progress_score,avg_mat_progress_score,avg_mat_progress_score_lower_CI,avg_mat_progress_score_upper_CI
201920,Academic year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CLA 12 months at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,National,E92000001,England,,,,,,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Regional,E92000001,England,E12000001,North East,,,,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Regional,E92000001,England,E12000002,North West,,,,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Regional,E92000001,England,E12000006,East of England,,,,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Regional,E92000001,England,E12000007,London,,,,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Regional,E92000001,England,E12000008,South East,,,,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Regional,E92000001,England,E12000009,South West,,,,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,CPPO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
